Time_s,C3_Left_V,C3_Right_V,C4_Left_V,C4_Right_V
0.552,-1.7001686108448555e-06,-8.28780855049992e-07,-4.3935214963594385e-07,-8.456386635674579e-08
0.556,-1.9127444853145104e-06,-8.494843359586598e-07,-6.694342719713019e-07,9.600361668202204e-08
0.56,-1.8418173995513414e-06,-1.1275145160749238e-06,-9.291008604435389e-07,9.739942542032081e-08
0.564,-1.3692186617794554e-06,-1.4816615144933684e-06,-1.1630607031996332e-06,-2.8172683105491295e-09
0.568,-5.876091828711563e-07,-1.6660302904225299e-06,-1.3389947064614209e-06,-1.1700281904511543e-07
0.572,2.2448544323523964e-07,-1.486527804412925e-06,-1.4354995673402115e-06,-1.9087958917430566e-07
0.576,7.469251787593902e-07,-9.006335995822951e-07,-1.4174541686580768e-06,-2.1616334516192875e-07
0.58,7.987594389858518e-07,-5.0586828594763765e-08,-1.2290918585739007e-06,-2.1311440491836654e-07
0.584,4.4978060755889073e-07,7.92150556970872e-07,-8.188721528855124e-07,-2.0066249254705883e-07
0.588,-3.992871152405784e-09,1.3500322462203042e-06,-1.81587328434813e-07,-1.7393363559401828e-07
0.592,-1.9754948900267545e-07,1.4702870737986726e-06,6.048985705266886e-07,-1.0332895168184686e-07
0.596,9.78971652635561e-08,1.192622773526359e-06,1.379615495447365e-06,4.1145732400312076e-08
0.6,8.375830260647463e-07,7.191697344597279e-07,1.945566402860724e-06,2.562359505941292e-07
0.604,1.7104402792385277e-06,3.0321709282510424e-07,2.1439302160062806e-06,4.872693830976089e-07
0.608,2.2914610230143286e-06,1.1796866651012017e-07,1.9180531027343172e-06,6.42932427925279e-07
0.612,2.2588653929800374e-06,1.8013733222456948e-07,1.3361001616795382e-06,6.410290486867202e-07
0.616,1.5582687829349844e-06,3.647492636346747e-07,5.612906384078229e-07,4.590001378182735e-07
0.62,4.2612832151612954e-07,4.995574356524622e-07,-2.166416225693261e-07,1.6117072149888155e-07
0.624,-7.383977725487913e-07,4.801732414255433e-07,-8.551364397684192e-07,-1.1702173335287907e-07
0.628,-1.5733661208030677e-06,3.359661832103359e-07,-1.2974113807160493e-06,-2.258165101477961e-07
0.632,-1.9218209597599324e-06,2.0686461258155272e-07,-1.5683810751119925e-06,-7.493588221629775e-08
0.636,-1.8781457975031967e-06,2.507744546052693e-07,-1.7332798698039782e-06,3.180506449456309e-07
0.64,-1.6987990260611983e-06,5.369817985245055e-07,-1.847369003362392e-06,8.285900100378009e-07
0.644,-1.6400470498450675e-06,9.927111177159447e-07,-1.9256749825796307e-06,1.278502246346349e-06
0.648,-1.8098012235632101e-06,1.4343381108169151e-06,-1.936602338071962e-06,1.514560905248488e-06
0.652,-2.115791353053026e-06,1.6623391646360918e-06,-1.8179273185616358e-06,1.4714274750583903e-06
0.656,-2.323656957583606e-06,1.5588651375817004e-06,-1.5001790157535343e-06,1.1872544243441382e-06
0.66,-2.1829910965684353e-06,1.1352322310751715e-06,-9.268626435487339e-07,7.683613873580268e-07
0.664,-1.552936745019174e-06,5.053310881536516e-07,-7.43675228540154e-08,3.252741777470057e-07
0.668,-4.65593586632851e-07,-1.8886655363583355e-07,1.0272544942477897e-06,-7.854257769661141e-08
0.672,8.940080934690203e-07,-8.513823203893539e-07,2.2754560253726853e-06,-4.4143364700021943e-07
0.676,2.2637719549672137e-06,-1.4580384683976865e-06,3.4875794489175847e-06,-7.980403749528185e-07
0.68,3.3914454238027377e-06,-2.021673427636303e-06,4.4228874798384555e-06,-1.173072749362815e-06
0.684,4.09298341128898e-06,-2.531887118589167e-06,4.838034879328772e-06,-1.5489455896002088e-06
0.688,4.270669824490449e-06,-2.916332218362253e-06,4.564599525019957e-06,-1.8666313842450947e-06
0.692,3.9111939907470385e-06,-3.056564116717989e-06,3.5831714116559872e-06,-2.057879815681155e-06
0.696,3.0786634496880607e-06,-2.8528878655570666e-06,2.054334338866065e-06,-2.0833630497407764e-06
0.7,1.9126968265513736e-06,-2.298541673150595e-06,2.861134737949273e-07,-1.9533708212991578e-06
0.704,6.153085991799277e-07,-1.511718018773885e-06,-1.360751172813353e-06,-1.717388541233543e-06
0.708,-5.853800661719055e-07,-6.971448178506255e-07,-2.5902243100868256e-06,-1.4310275810390382e-06
0.712,-1.4980899304276055e-06,-5.3210653154616307e-08,-3.260979580809569e-06,-1.1243558509339838e-06
0.716,-2.036905735182896e-06,3.226647721318632e-07,-3.410748211546573e-06,-7.928088466863965e-07
0.72,-2.2532727599294963e-06,4.77325133927884e-07,-3.2026588956374778e-06,-4.1458511379302874e-07
0.724,-2.303441686411935e-06,5.668730117515367e-07,-2.823842504216784e-06,1.9190357147763865e-08
0.728,-2.3607136319201833e-06,7.619957460001304e-07,-2.39522128655113e-06,4.834622283716598e-07
0.732,-2.508297924500119e-06,1.1457697051284864e-06,-1.929055925149229e-06,9.213083309009782e-07
0.736,-2.6764134375952273e-06,1.6624635933050834e-06,-1.355986090294694e-06,1.2699596246452913e-06
0.74,-2.671974714031408e-06,2.144609635307464e-06,-6.100741610052619e-07,1.491309822973365e-06
0.744,-2.2918967732911816e-06,2.402016271787329e-06,2.848077937215719e-07,1.5883698484833846e-06
0.748,-1.4654863064490578e-06,2.3265524115698848e-06,1.1746337906144512e-06,1.6022598457653964e-06
0.752,-3.35377644548342e-07,1.953004941231757e-06,1.818820546953462e-06,1.5908508607167094e-06
0.756,7.76340975189337e-07,1.4408901980661495e-06,1.9958713796455855e-06,1.6001301408080055e-06
0.76,1.5126772037360718e-06,9.908852907561126e-07,1.6206657786458657e-06,1.6449764826850626e-06
0.764,1.666859622591735e-06,7.379895351193102e-07,8.150598663527502e-07,1.702498122099666e-06
0.768,1.2997044978351147e-06,6.815535063842594e-07,-1.1849971250713756e-07,1.718466946892444e-06
0.772,7.165567502935464e-07,6.878863782225491e-07,-8.165402158275596e-07,1.621439047369453e-06
0.776,3.038079461726797e-07,5.651395203728565e-07,-1.019570443469707e-06,1.3432010149675598e-06
0.78,3.149304367548038e-07,1.746773627780986e-07,-6.959298142309014e-07,8.467437322459607e-07
0.784,7.264198789793272e-07,-4.805496497987881e-07,-5.87404105568106e-08,1.544797697504393e-07
0.788,1.2496405152053396e-06,-1.239110564007043e-06,5.369615026998679e-07,-6.374465184142121e-07
0.792,1.5026844635681703e-06,-1.8497377028752224e-06,7.793886159247572e-07,-1.3747730528850857e-06
0.796,1.2423634420828844e-06,-2.090661971234164e-06,5.66597666069254e-07,-1.8909412495371978e-06
0.8,5.227609123741263e-07,-1.8846273372242705e-06,6.710175019917609e-08,-2.0740686972889577e-06
0.804,-3.216852403537276e-07,-1.3513208341889738e-06,-3.692829692322734e-07,-1.925819337673818e-06
0.808,-8.645922653890739e-07,-7.646709137299025e-07,-4.0749902334316377e-07,-1.5747365110022535e-06
0.812,-8.370285638452024e-07,-4.3172193303311923e-07,7.628776857454665e-08,-1.226833526074538e-06
0.816,-2.9062261357842355e-07,-5.491264703339586e-07,9.069028961151373e-07,-1.0712105901432027e-06
0.82,4.1976860036482816e-07,-1.1029587279625436e-06,1.682058078979464e-06,-1.1854733212358146e-06
0.824,8.305817049401985e-07,-1.8646937365946312e-06,1.9746309231795856e-06,-1.4942953072107861e-06
0.828,6.3693277326161e-07,-2.489771959527844e-06,1.5646886769598495e-06,-1.808685865770994e-06
0.832,-1.2578311639198838e-07,-2.6750952185740607e-06,5.735648953041025e-07,-1.9296581641543305e-06
0.836,-1.0948009906868009e-06,-2.2987644281557732e-06,-5.824075802085386e-07,-1.7583564754929068e-06
0.84,-1.772613424209353e-06,-1.4724814811881793e-06,-1.3892737481092129e-06,-1.3468015026987023e-06
0.844,-1.7950214778583896e-06,-4.796135185098679e-07,-1.4880427579835384e-06,-8.557509340933642e-07
0.848,-1.1181848122034312e-06,3.7065296204094933e-07,-8.46017645800821e-07,-4.426490173488414e-07
0.852,-3.083728954213197e-08,8.96947896288927e-07,2.3413348525926165e-07,-1.5147890827389886e-07
0.856,1.006830952036093e-06,1.1276860989431858e-06,1.2669087355933173e-06,1.2394611390462182e-07
0.86,1.5966345160490842e-06,1.2679099351144476e-06,1.810942948555632e-06,5.731729923301637e-07
0.864,1.5740272481768582e-06,1.5703696237629713e-06,1.6508116168861234e-06,1.334545967807772e-06
0.868,1.0396557934975635e-06,2.1801453141774305e-06,8.553744449121014e-07,2.374944943328192e-06
0.872,2.5789040233188955e-07,3.0337917875498146e-06,-2.931026366883194e-07,3.459172304488044e-06
0.876,-5.010977928533875e-07,3.869723737584453e-06,-1.4446131087822752e-06,4.24002727192678e-06
0.88,-1.0723758010185008e-06,4.3470612143100526e-06,-2.3105968241172385e-06,4.425150318456691e-06
0.884,-1.4152085372230487e-06,4.207383997937966e-06,-2.7294002965677385e-06,3.925745096527408e-06
0.888,-1.556155061809889e-06,3.3972293059642498e-06,-2.6620755911289955e-06,2.902576773190979e-06
0.892,-1.519230711348514e-06,2.087208633962156e-06,-2.155567835770862e-06,1.6781998418300635e-06
0.896,-1.3047668085016827e-06,5.865242916317527e-07,-1.3203359115791537e-06,5.686461277323447e-07
0.9,-9.300683387636704e-07,-7.953895154096284e-07,-3.351417201598346e-07,-2.6671875520744364e-07
0.904,-4.784269440969271e-07,-1.867019404177881e-06,5.587382997283591e-07,-8.721871909451149e-07
0.908,-9.73265623865394e-08,-2.59535146531823e-06,1.1082005622996038e-06,-1.417727266738929e-06
0.912,7.186789426285652e-08,-3.0592695613969638e-06,1.147738924734813e-06,-2.0500438575129187e-06
0.916,-3.295517558257084e-09,-3.35839795763103e-06,7.01932929556332e-07,-2.769374267585584e-06
0.92,-1.8503182934417363e-07,-3.5346908134890936e-06,2.2516338511088305e-08,-3.4069378096821616e-06
0.924,-2.0991964757108362e-07,-3.5545579003160343e-06,-4.926232909639933e-07,-3.7202158476757523e-06
0.928,1.6489098426204419e-07,-3.350701427799697e-06,-4.854294592511449e-07,-3.5416354025247826e-06
0.932,9.872086852672888e-07,-2.8878320431227863e-06,1.5605715148900324e-07,-2.887333650317601e-06
0.936,2.0205767070284786e-06,-2.202942228185682e-06,1.1951791952770393e-06,-1.9588255852833704e-06
0.94,2.8142825122835807e-06,-1.3953463582445168e-06,2.1275979230352247e-06,-1.0381645776437976e-06
0.944,2.915833436977681e-06,-5.771495556827513e-07,2.425142747223352e-06,-3.39678274384649e-07
0.948,2.120230446173116e-06,1.7940259047073306e-07,1.8225609715352913e-06,9.125229014651222e-08
0.952,6.146568075171684e-07,8.591258108963268e-07,4.901498947094694e-07,3.739742632543927e-07
0.956,-1.0703686337889872e-06,1.4731638260339595e-06,-1.0138049333296597e-06,6.88540909122752e-07
0.96,-2.2915326976224107e-06,2.0052075567735674e-06,-2.00150505795911e-06,1.1402104599706454e-06
0.964,-2.5969248297478266e-06,2.376252282650252e-06,-1.9991658969338824e-06,1.6759888067242699e-06
0.968,-1.9424105338903864e-06,2.4659123844151605e-06,-9.90950803210487e-07,2.107828112544844e-06
0.972,-7.020767513965162e-07,2.184056301445443e-06,5.751119561493e-07,2.224316204076877e-06
0.976,5.260117180277407e-07,1.5533270856777959e-06,2.01763754517639e-06,1.9261560878973572e-06
0.98,1.2143295419347812e-06,7.443302718836527e-07,2.763669051764583e-06,1.2991714560420526e-06
0.984,1.14530458571984e-06,2.822034040497549e-08,2.613229130127559e-06,5.823448110286356e-07
0.988,4.814883389466806e-07,-3.362704061635483e-07,1.7909752868072478e-06,5.1467748946419016e-08
0.992,-3.5969108990419374e-07,-2.3194213039325667e-07,7.682210575780294e-07,-1.2210642791429404e-07
0.996,-9.432223772915038e-07,2.410444825416069e-07,-2.428394940754189e-08,4.104168930708139e-08
1.0,-1.0332607698136768e-06,7.902676250402628e-07,-4.2022959021075275e-07,3.409640855926372e-07
1.004,-6.844324945181416e-07,1.0541812151318504e-06,-5.590958991827164e-07,5.006100358589417e-07
1.008,-1.745953138641637e-07,7.699482428766311e-07,-7.376596055831466e-07,3.0603165510155344e-07
1.012,1.645655538629497e-07,-9.539710264720123e-08,-1.179358223251515e-06,-2.880483158580038e-07
1.016,1.1972342251356223e-07,-1.3112222445353221e-06,-1.8712223045787232e-06,-1.132893829598955e-06
1.02,-3.117843672129948e-07,-2.4634114555129358e-06,-2.5651805224193888e-06,-1.9485119314563117e-06
1.024,-9.436599730632344e-07,-3.1132735452434804e-06,-2.935226176001572e-06,-2.4386167850388615e-06
1.028,-1.5018236165430969e-06,-2.97004673454759e-06,-2.7790073122365304e-06,-2.4058061197231613e-06
1.032,-1.7418637491516944e-06,-2.0061479403315283e-06,-2.13290633402111e-06,-1.8205809066163691e-06
1.036,-1.5329031495922781e-06,-4.7148328857651524e-07,-1.2389278194698878e-06,-8.215770330677672e-07
1.04,-8.860383415502311e-07,1.197399936430129e-06,-3.9335291027552016e-07,3.456270189493765e-07
1.044,6.071564159981981e-08,2.529872427787612e-06,2.162154860070898e-07,1.4149126462673642e-06
1.048,1.0827810945091228e-06,3.1791947784389662e-06,5.820068988955538e-07,2.1759749785447935e-06
1.052,1.919991875582216e-06,3.030861325608503e-06,8.17563990553089e-07,2.518948897617323e-06
1.056,2.336191578755149e-06,2.221735497796899e-06,1.023971749381585e-06,2.4365639178735514e-06
1.06,2.1899406248136196e-06,1.0705558413633538e-06,1.1897865523441306e-06,1.995666751397861e-06
1.064,1.500364304527879e-06,-5.16234455987639e-08,1.200910225645456e-06,1.2984192828702878e-06
1.068,4.730205696627037e-07,-8.609881420674166e-07,9.534162775672182e-07,4.523990440981349e-07
1.072,-5.444585427217631e-07,-1.2521753633807366e-06,4.883323518330727e-07,-4.386290006508122e-07
1.076,-1.182981231389541e-06,-1.308351787981977e-06,3.737420954607015e-08,-1.269252929425547e-06
1.08,-1.2060012534178964e-06,-1.2300796300424468e-06,-7.296990727788592e-08,-1.92690173715596e-06
1.084,-6.273537357138459e-07,-1.2196374709933127e-06,3.8469083643811885e-07,-2.3011567405946733e-06
1.088,2.7519976303137936e-07,-1.3750129147202757e-06,1.3629951589598007e-06,-2.3105554101460384e-06
1.092,1.0726854645768772e-06,-1.643704001710369e-06,2.503662983968414e-06,-1.9369208992679057e-06
1.096,1.379431171863245e-06,-1.8584447594976432e-06,3.283591120401863e-06,-1.2489525882598777e-06
1.1,1.0359091271661824e-06,-1.8312146970034167e-06,3.2755889675147867e-06,-3.957853980303162e-07
1.104,1.8374245811052898e-07,-1.457782199435385e-06,2.380330237315633e-06,4.30714397980877e-07
1.108,-8.039050532893334e-07,-7.758882254099391e-07,8.977433488332461e-07,1.0530920499957037e-06
1.112,-1.505613858872475e-06,4.732272912758175e-08,-6.126064308534373e-07,1.3574698714647733e-06
1.116,-1.6531719695147717e-06,7.889967675493543e-07,-1.6102120171367415e-06,1.3172004753158495e-06
1.12,-1.2472290783488335e-06,1.2651218245202046e-06,-1.8386027313510203e-06,9.836904750037107e-07
1.124,-5.366283374837555e-07,1.3965615420183808e-06,-1.4371648586311266e-06,4.544329587795788e-07
1.128,1.2087327024508657e-07,1.2228749896053585e-06,-8.421257528408053e-07,-1.5842768389784495e-07
1.132,4.3556698134531737e-07,8.640620884711638e-07,-5.382254903658748e-07,-7.50043428899247e-07
1.136,3.109529366932291e-07,4.592282625199091e-07,-7.985635458366186e-07,-1.230586030946363e-06
1.14,-1.3921253876163314e-07,1.2074553989630402e-07,-1.5515674387740472e-06,-1.5246105482582266e-06
1.144,-6.762035754428529e-07,-8.195804048780719e-08,-2.4377905405912398e-06,-1.5758999551483165e-06
1.148,-1.061907983766407e-06,-1.1547622259249785e-07,-3.010790982295889e-06,-1.3598929662055982e-06
1.152,-1.157445511547534e-06,2.955397773591019e-08,-2.967765186329323e-06,-8.963482910984988e-07
1.156,-9.554040626360162e-07,3.3708480583858227e-07,-2.289051969323447e-06,-2.5208922366618275e-07
1.16,-5.4601238174002e-07,7.515495362835925e-07,-1.2219673653876196e-06,4.717513363890943e-07
1.164,-5.712527876533798e-08,1.1668941686152911e-06,-1.3708508498433736e-07,1.1629629956820217e-06
1.168,3.958152049164278e-07,1.438293660261983e-06,6.556479669584845e-07,1.7190367282573549e-06
1.172,7.294464119421932e-07,1.4241639465071925e-06,1.0328035102853738e-06,2.056646890919802e-06
1.176,8.891385188587308e-07,1.0474597082646765e-06,1.0713158342626582e-06,2.114343765094417e-06
1.18,8.485689052501796e-07,3.4461180912584227e-07,9.658849399865448e-07,1.8576470561992444e-06
1.184,6.217077100088113e-07,-5.280615277101386e-07,9.086192780713277e-07,1.2966223999510175e-06
1.188,2.791787400299462e-07,-1.3383260602212038e-06,9.981896849041565e-07,5.136110284234385e-07
1.192,-5.607283090647528e-08,-1.8611387990794249e-06,1.2163014713893745e-06,-3.2523838349537396e-07
1.196,-2.417325733423754e-07,-1.9620436956125207e-06,1.472787460947251e-06,-9.943887572432473e-07
1.2,-1.753244330333699e-07,-1.646220209524181e-06,1.6741785846636114e-06,-1.2805324273993837e-06
1.204,1.4811102841306778e-07,-1.050074226472871e-06,1.769518433558103e-06,-1.076981159229533e-06
1.208,6.21974467919449e-07,-3.782387401992492e-07,1.7595182926423791e-06,-4.509348348901602e-07
1.212,1.0666710563248623e-06,1.8114325791649767e-07,1.6706875524605304e-06,3.5817651002888434e-07
1.216,1.3050504695595136e-06,5.236504006799196e-07,1.5197916898877668e-06,1.0249079785470074e-06
1.22,1.2400654866964486e-06,6.467029909203941e-07,1.297041965851657e-06,1.2712755153175834e-06
1.224,8.876987780066242e-07,6.144493965255578e-07,9.736733517196895e-07,9.83227978695669e-07
1.228,3.5260151891990125e-07,4.940536575197952e-07,5.25959256626026e-07,2.493942892149997e-07
1.232,-2.353649751934459e-07,3.049256526549785e-07,-4.3617498647067645e-08,-6.948310570989153e-07
1.236,-7.841425079355838e-07,1.0563997314932372e-08,-7.007181811045984e-07,-1.5859866643338278e-06
1.24,-1.2637699846518095e-06,-4.3691224295153664e-07,-1.387947297581914e-06,-2.243231364167525e-06
1.244,-1.6807111317970054e-06,-1.0273745879928579e-06,-2.035501712298432e-06,-2.6109154622307994e-06
1.248,-2.0260918739590353e-06,-1.6444032003866913e-06,-2.56578102332253e-06,-2.7218644070915087e-06
1.252,-2.2387545607220536e-06,-2.0824949668192555e-06,-2.8945813204109924e-06,-2.6241449969674194e-06
1.256,-2.2123938512515133e-06,-2.1299003662244968e-06,-2.936108276210736e-06,-2.3269600809521607e-06
1.26,-1.8504634977434056e-06,-1.6845825026567182e-06,-2.623702727618986e-06,-1.8097159567417614e-06
1.264,-1.1399558530295824e-06,-8.360884739427375e-07,-1.9474681520237555e-06,-1.0813361951888551e-06
1.268,-1.94220536946423e-07,1.455728721994409e-07,-9.867898542275868e-07,-2.3449440174302096e-07
1.272,7.612875755572552e-07,9.252687228937858e-07,8.387264891866784e-08,5.613880259572419e-07
1.276,1.4660302384452065e-06,1.2689888003645567e-06,1.0376075667343068e-06,1.1395563470895998e-06
1.28,1.7288552114716929e-06,1.171535850979196e-06,1.672728724953654e-06,1.4411524760965982e-06
1.284,1.5074597959724696e-06,8.676592129352404e-07,1.8900873737793785e-06,1.570353292804487e-06
1.288,9.312827428124027e-07,7.078547982636158e-07,1.7337077402399834e-06,1.7463437730654437e-06
1.292,2.515068535984886e-07,9.563074411892183e-07,1.3660141177372613e-06,2.161142542176484e-06
1.296,-2.578176361215784e-07,1.624630660594314e-06,9.889134854750191e-07,2.826898190981616e-06
1.3,-4.041847104535062e-07,2.4403794532149192e-06,7.498615153234086e-07,3.5151997595042695e-06
1.304,-1.464173054953879e-07,2.9773573355222094e-06,6.823824642839848e-07,3.845722705704208e-06
1.308,3.984028195310872e-07,2.8834174887254593e-06,7.131379743417496e-07,3.4900739682503083e-06
1.312,1.0048335279748535e-06,2.0764327385523617e-06,7.229223717132777e-07,2.376127082483538e-06
1.316,1.423459854504206e-06,7.935670472634054e-07,6.218668921921019e-07,7.659622974162928e-07
1.32,1.469016147704329e-06,-5.365914061138672e-07,3.930516309743705e-07,-8.512231406930896e-07
1.324,1.0816505052360284e-06,-1.5235609061846601e-06,8.258930156070613e-08,-1.9992624704660952e-06
1.328,3.4588071651509077e-07,-2.011306234698453e-06,-2.467818263288095e-07,-2.4528506882359365e-06
1.332,-5.386732852798399e-07,-2.125384846261629e-06,-5.607842938381924e-07,-2.3343857438840204e-06
1.336,-1.324078490873928e-06,-2.1471097791962547e-06,-8.619788971945947e-07,-2.011085248835353e-06
1.34,-1.794475763575496e-06,-2.2980684081083065e-06,-1.1551365926344003e-06,-1.8567187066221542e-06
1.344,-1.841308612425478e-06,-2.5749992795098545e-06,-1.4047912377430962e-06,-2.023233186707832e-06
1.348,-1.5007221502007826e-06,-2.742421667103085e-06,-1.5197816032538385e-06,-2.3617619789658635e-06
1.352,-9.403446004109885e-07,-2.491491668288308e-06,-1.3897487917097965e-06,-2.539151186383707e-06
1.356,-3.9579829357272184e-07,-1.6640104037631094e-06,-9.573076092094394e-07,-2.270447289178994e-06
1.36,-7.323596154862074e-08,-3.9938150868994744e-07,-2.76561747943578e-07,-1.5197383485557146e-06
1.364,-6.246673936861828e-08,8.970574561278471e-07,4.832778835016581e-07,-5.387457561212751e-07
1.368,-2.9591020172974704e-07,1.7523499591283348e-06,1.104684271640983e-06,2.806654887385673e-07
1.372,-5.775530461172645e-07,1.87557151047179e-06,1.4241071451353828e-06,6.437204215794041e-07
1.376,-6.76054712174724e-07,1.3145552195921872e-06,1.4081336354428784e-06,5.310320211495441e-07
1.38,-4.4010999568888853e-07,4.246521689246174e-07,1.1581048142874413e-06,2.0072168709930928e-07
1.384,1.2190431248223867e-07,-3.303677785467732e-07,8.427183935178968e-07,1.2641030620111903e-08
1.388,8.393455680333258e-07,-6.224585072444159e-07,6.014455159956938e-07,1.9424462085170502e-07
1.392,1.4544330434487067e-06,-4.0851269576871944e-07,4.723845881815578e-07,6.966802113546754e-07
1.396,1.7419615123866053e-06,9.141080741737825e-08,3.9140980126409836e-07,1.2317197194494008e-06
1.4,1.6179004284502241e-06,5.596230694738645e-07,2.6103785525485036e-07,1.467578069431941e-06
1.404,1.1718768943727464e-06,7.77333214366915e-07,3.232192550419711e-08,1.2563403050145602e-06
1.408,6.095523569845599e-07,7.320572997815775e-07,-2.5514319043242485e-07,7.459218780781459e-07
1.412,1.3591788793331818e-07,5.819455414280802e-07,-5.022166013216782e-07,3.012309051966228e-07
1.416,-1.5280423293371781e-07,5.192858861175372e-07,-6.221732362091956e-07,2.8307054034404054e-07
1.42,-3.033664431737818e-07,6.300202282457214e-07,-6.028172885022059e-07,8.179836771923926e-07
1.424,-4.505553414193346e-07,8.430833527088584e-07,-5.157819765515093e-07,1.7018333127443625e-06
1.428,-7.077587806367866e-07,9.910188440680247e-07,-4.666936900857766e-07,2.4935070692155733e-06
1.432,-1.0729228680216799e-06,9.323378496252139e-07,-5.222119590090394e-07,2.7438566785527393e-06
1.436,-1.4143334100247929e-06,6.483779741055613e-07,-6.678896027441118e-07,2.2288475967555047e-06
1.44,-1.5514529622016158e-06,2.4675436826199594e-07,-8.270768507578063e-07,1.053020886693071e-06
1.444,-1.3860952642199767e-06,-1.2208934454065486e-07,-9.280718132285835e-07,-4.2020295136453167e-07
1.448,-9.939029662626561e-07,-3.7043611277556963e-07,-9.64277154664654e-07,-1.7572757747211637e-06
1.452,-6.105590074301069e-07,-5.233901932320516e-07,-1.0010631905748966e-06,-2.646959933314267e-06
1.456,-5.01373089530643e-07,-6.805130475293504e-07,-1.1135010747891508e-06,-2.995523744922421e-06
1.46,-7.825048516031156e-07,-9.192188060356016e-07,-1.2957588070951027e-06,-2.8958999145739813e-06
1.464,-1.304962729987921e-06,-1.2141844335621374e-06,-1.4120830343422382e-06,-2.5207437931217006e-06
1.468,-1.6827337621794713e-06,-1.434603470018495e-06,-1.2349401346725875e-06,-2.0192949501790623e-06
1.472,-1.475821421370965e-06,-1.4273837778476706e-06,-5.658687536361362e-07,-1.4773999386958209e-06
1.476,-4.3946270141005696e-07,-1.1344496721230956e-06,6.261485552875339e-07,-9.440038616247345e-07
1.48,1.2983620958301884e-06,-6.592945986693359e-07,2.1344584679530945e-06,-4.74329174813529e-07
1.484,3.2353383474210576e-06,-2.2772466822052616e-07,3.562013713548239e-06,-1.3765238544457807e-07
1.488,4.694462285190004e-06,-6.044530273303804e-08,4.47862277208597e-06,2.1592848268498216e-08
1.492,5.128602363753068e-06,-2.3024632392567163e-07,4.606634522708252e-06,3.725180474640186e-08
1.496,4.374038327278851e-06,-5.967309611167818e-07,3.938443954221951e-06,3.679825163115889e-08
1.5,2.727207544120221e-06,-8.693615471338706e-07,2.7323495681402766e-06,1.8650311668286368e-07
1.504,7.987283026475389e-07,-7.682973680250448e-07,1.3875949577570908e-06,5.893898979816204e-07
1.508,-7.765913061120056e-07,-1.93225648294715e-07,2.6732377622812527e-07,1.1985374854598137e-06
1.512,-1.6200788448120512e-06,6.935455171546157e-07,-4.40459609727237e-07,1.8034567262843436e-06
1.516,-1.7411222903742898e-06,1.5298764205958074e-06,-7.657828431193558e-07,2.1178825915488233e-06
1.52,-1.467597949574446e-06,1.9334064895308556e-06,-8.995947010474765e-07,1.9265471237470895e-06
1.524,-1.2321501276266992e-06,1.7009422277068603e-06,-1.083055707035077e-06,1.210906507308519e-06
1.528,-1.3373796461049944e-06,9.235154368660121e-07,-1.4976361847336591e-06,1.8487774655206092e-07
1.532,-1.828343828341523e-06,-4.923324223282416e-08,-2.2021433842190778e-06,-7.879768769549626e-07
1.536,-2.5201997090391085e-06,-7.756107928019546e-07,-3.1251991983392126e-06,-1.3512988820134408e-06
1.54,-3.136537960585853e-06,-9.329742843802323e-07,-4.0945837295477875e-06,-1.3079110308690664e-06
1.544,-3.4650565280146337e-06,-4.650348137781035e-07,-4.883817179834279e-06,-6.943434400583726e-07
1.548,-3.436457394120934e-06,4.040992018918652e-07,-5.26175619083278e-06,2.4991830289599345e-07
1.552,-3.098405004098338e-06,1.28614875908935e-06,-5.043764685100037e-06,1.1892833597976853e-06
1.556,-2.5256206286296346e-06,1.8117664819654526e-06,-4.142752548840635e-06,1.820534444560707e-06
1.56,-1.7453832461175695e-06,1.786881972628198e-06,-2.609177565127292e-06,1.9666015106899135e-06
1.564,-7.331230498603372e-07,1.2516594307841497e-06,-6.375835988777817e-07,1.6093476388736463e-06
1.568,5.229888577577522e-07,4.263508135293221e-07,1.473933818680355e-06,8.665749194967794e-07
1.572,1.936539377985584e-06,-4.1550301295855707e-07,3.398982761263937e-06,-6.50940853069439e-08
1.576,3.290149107495321e-06,-1.072075730134035e-06,4.868623187577973e-06,-9.72673665937347e-07
1.58,4.2949890452131486e-06,-1.474237182167464e-06,5.734234994050074e-06,-1.6766291549731213e-06
1.584,4.71286157833597e-06,-1.6680021014088017e-06,5.9787987839714246e-06,-2.0675788724003767e-06
1.588,4.4744905189364074e-06,-1.7446123703386946e-06,5.683432471649949e-06,-2.1280215270879026e-06
1.592,3.7217225840613003e-06,-1.7651265983548257e-06,4.973272607609074e-06,-1.9273565126246573e-06
1.596,2.744841221146e-06,-1.7285936598394334e-06,3.975609653945543e-06,-1.590797603720006e-06
1.6,1.8444525323791932e-06,-1.5927744559162468e-06,2.8050409531411263e-06,-1.2478172639927489e-06
1.604,1.1928066615117055e-06,-1.3268165930832522e-06,1.569104124782346e-06,-9.789983571458876e-07
1.608,7.72614137460112e-07,-9.565220820879192e-07,3.795278370065562e-07,-7.888595763817097e-07
1.612,4.181291650949036e-07,-5.68452617616396e-07,-6.551317889247051e-07,-6.187487275678733e-07
1.616,-7.079950183351855e-08,-2.679533519561572e-07,-1.4584016732639733e-06,-3.944812777502471e-07
1.62,-8.054254823266415e-07,-1.1680353949804457e-07,-2.013986257179389e-06,-8.261465328999976e-08
1.624,-1.7440077031440221e-06,-9.134442226528911e-08,-2.3709375785916794e-06,2.761035412076286e-07
